"condition","ssr","taxa","abundance"
"Healthy","1246086","Flavobacterium",0.2783
"Healthy","1246086","Kluyvera",0.0914
"Healthy","1246086","Haemophilus",0.2021
"Healthy","1246086","Bacteroides",11.3585
"Healthy","1246086","Porphyromonas",0.8364
"Healthy","1246086","Prevotella",0.0623
"Healthy","1246086","Roseburia",10.6259
"Healthy","1246086","Acidaminococcus",0.198
"Healthy","1246086","Megasphaera",0.011
"Healthy","1246086","Sarcina",0.1758
"Healthy","1246086","Streptococcus",0.2811
"Healthy","1246086","Lactococcus",0.029
"Healthy","1246086","Atopobium",0.0096
"Healthy","1246086","Clostridium",0.5373
"Healthy","1246086","Lactobacillus",0.0027
"Healthy","1246086","Actinomyces",0.0249
"Healthy","1246086","Bifidobacterium",0.198
"Healthy","1246086","Corynebacterium",0.3199
"Healthy","1246086","Propionibacterium",0.0041
"Healthy","1246086","Mobiluncus",0.0249
"Healthy","1246086","Methanobrevibacter",0.0027
"Healthy","1246086","Peptococcus",0.0096
"Healthy","1246086","Lachnospira",2.2143
"Healthy","1246086","Veillonella",0.029
"Healthy","1246086","Phascolarctobacterium",1.9498
"Healthy","1246086","Dialister",0.0318
"Healthy","1246086","Pseudobutyrivibrio",4.1282
"Healthy","1246086","Pantoea",0.0027
"Healthy","1246086","Holdemania",0.0083
"Healthy","1246086","Eggerthella",0.2215
"Healthy","1246086","Mogibacterium",0.1841
"Healthy","1246086","Collinsella",0.5539
"Healthy","1246086","Granulicatella",0.0027
"Healthy","1246086","Oscillospira",0.0457
"Healthy","1246086","Finegoldia",0.4625
"Healthy","1246086","Peptoniphilus",0.9292
"Healthy","1246086","Gallicola",0.0027
"Healthy","1246086","Anaerococcus",0.6564
"Healthy","1246086","Varibaculum",0.1384
"Healthy","1246086","Dorea",1.7366
"Healthy","1246086","Turicibacter",0.0235
"Healthy","1246086","Anaerostipes",1.31
"Healthy","1246086","Faecalibacterium",25.5393
"Healthy","1246086","Fastidiosipila",0.0249
"Healthy","1246086","Alistipes",0.2395
"Healthy","1246086","Hespellia",0.0817
"Healthy","1246086","Anaerotruncus",0.0027
"Healthy","1246086","Marvinbryantia",0.029
"Healthy","1246086","Odoribacter",0.2077
"Healthy","1246086","Subdoligranulum",4.7403
"Healthy","1246086","Parabacteroides",4.2861
"Healthy","1246086","Aggregatibacter",0.0207
"Healthy","1246086","Lactonifactor",0.0609
"Healthy","1246086","Moryella",0.0553
"Healthy","1246086","Oscillibacter",0.0983
"Healthy","1246086","Blautia",12.6007
"Healthy","1246086","Butyricimonas",0.216
"Healthy","1246086","Paraprevotella",2.7586
"Healthy","1246086","Parasutterella",1.8127
"Healthy","1246086","Gordonibacter",0.0484
"Healthy","1246086","Anaerosporobacter",0.0027
"Healthy","1246086","Negativicoccus",0.0083
"Healthy","1246086","Flavonifractor",0.0872
"Healthy","1246086","Murdochiella",0.3018
"Healthy","1246086","Intestinimonas",0.0221
"Healthy","1246086","Fusicatenibacter",2.8043
"Healthy","1246086","Dielma",0.0027
"Healthy","1246086","Peptoclostridium",0.0304
"Healthy","1246086","Romboutsia",0.0138
"Healthy","1246086","Terrisporobacter",0.1052
"Healthy","1246086","Intestinibacter",0.3171
"Healthy","1246086","Erysipelatoclostridium",3.1546
"Healthy","1246086","Clostridioides",0.0041
"Healthy","1007045","Flavobacterium",0.5329
"Healthy","1007045","Kluyvera",4.9798
"Healthy","1007045","Bacteroides",19.4213
"Healthy","1007045","Porphyromonas",0.0022
"Healthy","1007045","Roseburia",8.3234
"Healthy","1007045","Megasphaera",0.0135
"Healthy","1007045","Sarcina",4.0745
"Healthy","1007045","Streptococcus",1.6588
"Healthy","1007045","Clostridium",0.6245
"Healthy","1007045","Lactobacillus",0.0441
"Healthy","1007045","Actinomyces",0.0056
"Healthy","1007045","Bifidobacterium",0.0158
"Healthy","1007045","Corynebacterium",0.0622
"Healthy","1007045","Methanobrevibacter",1.9699
"Healthy","1007045","Lachnospira",0.2806
"Healthy","1007045","Veillonella",0.0158
"Healthy","1007045","Phascolarctobacterium",1.5445
"Healthy","1007045","Dialister",0.0271
"Healthy","1007045","Pseudobutyrivibrio",4.7512
"Healthy","1007045","Pantoea",0.1516
"Healthy","1007045","Holdemania",0.0158
"Healthy","1007045","Eggerthella",0.009
"Healthy","1007045","Mogibacterium",0.0226
"Healthy","1007045","Collinsella",2.4949
"Healthy","1007045","Oscillospira",0.0226
"Healthy","1007045","Finegoldia",0.1108
"Healthy","1007045","Peptoniphilus",0.035
"Healthy","1007045","Anaerococcus",0.0203
"Healthy","1007045","Dorea",1.764
"Healthy","1007045","Turicibacter",0.0056
"Healthy","1007045","Anaerostipes",0.4582
"Healthy","1007045","Faecalibacterium",9.4911
"Healthy","1007045","Alistipes",1.9496
"Healthy","1007045","Hespellia",0.0373
"Healthy","1007045","Anaerotruncus",0.1504
"Healthy","1007045","Marvinbryantia",0.2048
"Healthy","1007045","Odoribacter",0.4526
"Healthy","1007045","Subdoligranulum",5.6111
"Healthy","1007045","Parabacteroides",0.7151
"Healthy","1007045","Lactonifactor",0.1855
"Healthy","1007045","Moryella",0.0418
"Healthy","1007045","Oscillibacter",0.1255
"Healthy","1007045","Blautia",7.4057
"Healthy","1007045","Parasutterella",0.5374
"Healthy","1007045","Flavonifractor",0.1889
"Healthy","1007045","Intestinimonas",0.0441
"Healthy","1007045","Fusicatenibacter",1.2921
"Healthy","1007045","Peptoclostridium",0.1131
"Healthy","1007045","Romboutsia",0.0271
"Healthy","1007045","Terrisporobacter",0.4152
"Healthy","1007045","Intestinibacter",1.136
"Healthy","1007045","Erysipelatoclostridium",0.1719
"Healthy","1007045","Clostridioides",1.076
"Healthy","1007045","Desulfovibrio",0.1199
"Healthy","1007045","Herbaspirillum",0.0531
"Healthy","1007045","Acetitomaculum",0.0248
"Healthy","1007045","Bilophila",0.1108
"Healthy","1007045","Sporobacter",0.0305
"Healthy","1007045","Gelria",0.0101
"Healthy","1007045","Barnesiella",2.3331
"Healthy","1007045","Howardella",0.0678
"Healthy","1007045","Adlercreutzia",0.138
"Healthy","1007045","Coprobacter",0.0022
"Healthy","1007045","Anaerovorax",0.0373
"Healthy","1007045","Enterobacter",0.0678
"Healthy","1007045","Cronobacter",0.0169
"Healthy","1007045","Eisenbergiella",0.0169
"Healthy","1007045","Candidatus Soleaferrea",0.0113
"Healthy","1007045","Klebsiella",0.0022
"Healthy","1007045","Fibrobacter",0.026
"Healthy","1007045","Brevibacterium",0.0022
"Healthy","1007045","Epulopiscium",0.0101
"Healthy","1007045","Acetivibrio",0.0305
"Healthy","1007045","Anaerobacter",0.0124
"Healthy","1007045","Syntrophococcus",0.0033
"Healthy","1007045","Shuttleworthia",0.0045
"Healthy","1007045","Akkermansia",0.8158
"Healthy","1007045","Hydrogenoanaerobacterium",0.0158
"Healthy","1007045","Cellulosilyticum",0.0192
"Healthy","1007045","Christensenella",0.0022
"Healthy","1007045","Parvibacter",0.0101
"Healthy","1007045","Senegalimassilia",0.1335
"Healthy","894233","Flavobacterium",0.636
"Healthy","894233","Kluyvera",2.4452
"Healthy","894233","Bacteroides",17.6742
"Healthy","894233","Porphyromonas",0.0054
"Healthy","894233","Prevotella",0.0082
"Healthy","894233","Roseburia",3.9013
"Healthy","894233","Megasphaera",0.0027
"Healthy","894233","Sarcina",3.1568
"Healthy","894233","Streptococcus",7.7889
"Healthy","894233","Clostridium",0.9657
"Healthy","894233","Lactobacillus",0.0082
"Healthy","894233","Bifidobacterium",0.0027
"Healthy","894233","Corynebacterium",0.048
"Healthy","894233","Methanobrevibacter",3.257
"Healthy","894233","Lachnospira",0.2197
"Healthy","894233","Veillonella",0.0247
"Healthy","894233","Phascolarctobacterium",1.1237
"Healthy","894233","Dialister",0.0082
"Healthy","894233","Pseudobutyrivibrio",3.312
"Healthy","894233","Pantoea",0.2252
"Healthy","894233","Holdemania",0.0137
"Healthy","894233","Eggerthella",0.0302
"Healthy","894233","Mogibacterium",0.0247
"Healthy","894233","Collinsella",2.7817
"Healthy","894233","Oscillospira",0.0041
"Healthy","894233","Finegoldia",0.1126
"Healthy","894233","Peptoniphilus",0.0508
"Healthy","894233","Anaerococcus",0.0219
"Healthy","894233","Dorea",3.992
"Healthy","894233","Turicibacter",0.0082
"Healthy","894233","Anaerostipes",1.5069
"Healthy","894233","Faecalibacterium",6.815
"Healthy","894233","Alistipes",1.4369
"Healthy","894233","Hespellia",0.0439
"Healthy","894233","Anaerotruncus",0.1868
"Healthy","894233","Marvinbryantia",0.1579
"Healthy","894233","Odoribacter",0.2678
"Healthy","894233","Subdoligranulum",4.8245
"Healthy","894233","Parabacteroides",0.7679
"Healthy","894233","Lactonifactor",0.0892
"Healthy","894233","Moryella",0.0467
"Healthy","894233","Oscillibacter",0.0824
"Healthy","894233","Blautia",4.7558
"Healthy","894233","Parasutterella",0.5549
"Healthy","894233","Anaerosporobacter",0.0027
"Healthy","894233","Flavonifractor",0.2857
"Healthy","894233","Intestinimonas",0.0398
"Healthy","894233","Fusicatenibacter",1.4808
"Healthy","894233","Peptoclostridium",0.059
"Healthy","894233","Romboutsia",1.5811
"Healthy","894233","Terrisporobacter",0.6827
"Healthy","894233","Intestinibacter",1.1044
"Healthy","894233","Erysipelatoclostridium",0.1044
"Healthy","894233","Clostridioides",0.195
"Healthy","894233","Desulfovibrio",0.2252
"Healthy","894233","Herbaspirillum",0.0604
"Healthy","894233","Acetitomaculum",0.0302
"Healthy","894233","Bilophila",0.2458
"Healthy","894233","Sporobacter",0.0151
"Healthy","894233","Anaerofilum",0.0082
"Healthy","894233","Papillibacter",0.0137
"Healthy","894233","Gelria",0.0082
"Healthy","894233","Barnesiella",3.3298
"Healthy","894233","Howardella",0.1044
"Healthy","894233","Adlercreutzia",0.1401
"Healthy","894233","Coprobacter",0.0068
"Healthy","894233","Anaerovorax",0.0247
"Healthy","894233","Enterobacter",0.0384
"Healthy","894233","Cronobacter",0.0357
"Healthy","894233","Eisenbergiella",0.0082
"Healthy","894233","Candidatus Soleaferrea",0.0109
"Healthy","894233","Brevibacterium",0.0041
"Healthy","894233","Acetivibrio",0.0274
"Healthy","894233","Syntrophococcus",0.0027
"Healthy","894233","Shuttleworthia",0.0054
"Healthy","894233","Akkermansia",6.7257
"Healthy","894233","Hydrogenoanaerobacterium",0.0123
"Healthy","894233","Cellulosilyticum",0.0164
"Healthy","894233","Parvibacter",0.0054
"Healthy","894233","Senegalimassilia",0.217
"Healthy","894233","Dermabacter",0.0054
"Healthy","894233","Undibacterium",0.0027
"Healthy","894233","Cloacibacillus",0.0054
"Healthy","1118740","Flavobacterium",0.4982
"Healthy","1118740","Kluyvera",2.9568
"Healthy","1118740","Haemophilus",0.0022
"Healthy","1118740","Bacteroides",22.0921
"Healthy","1118740","Porphyromonas",0.009
"Healthy","1118740","Prevotella",0.0373
"Healthy","1118740","Roseburia",7.7517
"Healthy","1118740","Megasphaera",0.0067
"Healthy","1118740","Sarcina",1.967
"Healthy","1118740","Streptococcus",8.2103
"Healthy","1118740","Clostridium",0.6896
"Healthy","1118740","Lactobacillus",0.1868
"Healthy","1118740","Corynebacterium",0.0237
"Healthy","1118740","Methanobrevibacter",0.1472
"Healthy","1118740","Peptococcus",0.0101
"Healthy","1118740","Lachnospira",0.5458
"Healthy","1118740","Veillonella",0.0237
"Healthy","1118740","Phascolarctobacterium",0.7304
"Healthy","1118740","Dialister",0.1993
"Healthy","1118740","Pseudobutyrivibrio",2.9647
"Healthy","1118740","Pantoea",0.1087
"Healthy","1118740","Holdemania",0.0181
"Healthy","1118740","Eggerthella",0.0192
"Healthy","1118740","Mogibacterium",0.0158
"Healthy","1118740","Collinsella",1.7417
"Healthy","1118740","Oscillospira",0.0249
"Healthy","1118740","Finegoldia",0.0475
"Healthy","1118740","Peptoniphilus",0.0169
"Healthy","1118740","Anaerococcus",0.0067
"Healthy","1118740","Dorea",4.8661
"Healthy","1118740","Turicibacter",0.0419
"Healthy","1118740","Anaerostipes",0.6806
"Healthy","1118740","Faecalibacterium",10.1174
"Healthy","1118740","Alistipes",2.1947
"Healthy","1118740","Hespellia",0.0237
"Healthy","1118740","Anaerotruncus",0.1132
"Healthy","1118740","Marvinbryantia",0.1019
"Healthy","1118740","Odoribacter",0.659
"Healthy","1118740","Subdoligranulum",4.3282
"Healthy","1118740","Parabacteroides",0.6851
"Healthy","1118740","Aggregatibacter",0.0101
"Healthy","1118740","Lactonifactor",0.1279
"Healthy","1118740","Moryella",0.026
"Healthy","1118740","Oscillibacter",0.2763
"Healthy","1118740","Blautia",4.2161
"Healthy","1118740","Parasutterella",0.6545
"Healthy","1118740","Gordonibacter",0.0045
"Healthy","1118740","Anaerosporobacter",0.0045
"Healthy","1118740","Flavonifractor",0.2004
"Healthy","1118740","Murdochiella",0.0113
"Healthy","1118740","Intestinimonas",0.0486
"Healthy","1118740","Fusicatenibacter",0.8912
"Healthy","1118740","Peptoclostridium",0.0577
"Healthy","1118740","Romboutsia",0.0532
"Healthy","1118740","Terrisporobacter",0.4994
"Healthy","1118740","Intestinibacter",0.4201
"Healthy","1118740","Erysipelatoclostridium",0.1585
"Healthy","1118740","Clostridioides",0.787
"Healthy","1118740","Desulfovibrio",0.1279
"Healthy","1118740","Herbaspirillum",0.0566
"Healthy","1118740","Acetitomaculum",0.0339
"Healthy","1118740","Bilophila",0.2038
"Healthy","1118740","Sutterella",0.0045
"Healthy","1118740","Sporobacter",0.0124
"Healthy","1118740","Anaerofilum",0.0045
"Healthy","1118740","Papillibacter",0.0022
"Healthy","1118740","Gelria",0.009
"Healthy","1118740","Barnesiella",2.2615
"Healthy","1118740","Howardella",0.0871
"Healthy","1118740","Adlercreutzia",0.1336
"Healthy","1118740","Pseudoflavonifractor",0.0045
"Healthy","1118740","Coprobacter",0.0045
"Healthy","1118740","Anaerovorax",0.0543
"Healthy","1118740","Enterobacter",0.0067
"Healthy","1118740","Cronobacter",0.0022
"Healthy","1118740","Eisenbergiella",0.0101
"Healthy","1118740","Candidatus Soleaferrea",0.0169
"Healthy","1118740","Fibrobacter",0.0022
"Healthy","1118740","Brevibacterium",0.0079
"Healthy","1118740","Epulopiscium",0.0135
"Healthy","1118740","Acetivibrio",0.0215
"Healthy","1118740","Anaerobacter",0.1087
"Healthy","1118740","Shuttleworthia",0.0056
"Healthy","1118740","Akkermansia",1.3748
"Healthy","1118740","Hydrogenoanaerobacterium",0.0079
"Healthy","1118740","Cellulosilyticum",0.0181
"Healthy","1118740","Parvibacter",0.0045
"Healthy","1118740","Senegalimassilia",0.2729
"Healthy","1118740","Leuconostoc",0.0022
"Healthy","1118740","Thalassospira",0.0022
"Healthy","1118740","Acetanaerobacterium",0.0022
"Healthy","1118740","Catabacter",0.0022
"Healthy","1118740","Asaccharospora",0.0022
"Healthy","351895","Flavobacterium",0.1745
"Healthy","351895","Kluyvera",0.0315
"Healthy","351895","Bacteroides",17.8223
"Healthy","351895","Porphyromonas",0.0496
"Healthy","351895","Prevotella",0.0511
"Healthy","351895","Roseburia",4.0967
"Healthy","351895","Megasphaera",0.0045
"Healthy","351895","Sarcina",1.3329
"Healthy","351895","Streptococcus",0.0526
"Healthy","351895","Clostridium",1.1088
"Healthy","351895","Lactobacillus",0.0737
"Healthy","351895","Actinomyces",0.0315
"Healthy","351895","Corynebacterium",0.2211
"Healthy","351895","Methanobrevibacter",0.5596
"Healthy","351895","Lachnospira",0.012
"Healthy","351895","Phascolarctobacterium",1.3946
"Healthy","351895","Dialister",0.0105
"Healthy","351895","Pseudobutyrivibrio",2.529
"Healthy","351895","Holdemania",0.0105
"Healthy","351895","Eggerthella",0.0225
"Healthy","351895","Mogibacterium",0.015
"Healthy","351895","Collinsella",2.3184
"Healthy","351895","Oscillospira",0.0887
"Healthy","351895","Finegoldia",0.0511
"Healthy","351895","Peptoniphilus",0.0601
"Healthy","351895","Gallicola",0.0045
"Healthy","351895","Anaerococcus",0.0105
"Healthy","351895","Varibaculum",0.033
"Healthy","351895","Dorea",0.9628
"Healthy","351895","Anaerostipes",3.358
"Healthy","351895","Faecalibacterium",15.379
"Healthy","351895","Fastidiosipila",0.003
"Healthy","351895","Alistipes",3.6604
"Healthy","351895","Hespellia",0.1173
"Healthy","351895","Anaerotruncus",0.9824
"Healthy","351895","Marvinbryantia",0.0812
"Healthy","351895","Odoribacter",0.7402
"Healthy","351895","Subdoligranulum",4.3961
"Healthy","351895","Parabacteroides",3.3475
"Healthy","351895","Moryella",3.4708
"Healthy","351895","Oscillibacter",0.3686
"Healthy","351895","Blautia",10.5495
"Healthy","351895","Butyricimonas",1.3465
"Healthy","351895","Anaerosporobacter",0.0225
"Healthy","351895","Flavonifractor",0.3896
"Healthy","351895","Murdochiella",0.003
"Healthy","351895","Intestinimonas",0.1068
"Healthy","351895","Fusicatenibacter",0.9854
"Healthy","351895","Dielma",0.003
"Healthy","351895","Peptoclostridium",0.1218
"Healthy","351895","Terrisporobacter",0.003
"Healthy","351895","Intestinibacter",0.3385
"Healthy","351895","Erysipelatoclostridium",1.4623
"Healthy","351895","Campylobacter",0.021
"Healthy","351895","Butyrivibrio",0.0436
"Healthy","351895","Fusobacterium",0.003
"Healthy","351895","Desulfovibrio",0.5671
"Healthy","351895","Herbaspirillum",0.0391
"Healthy","351895","Sutterella",0.7627
"Healthy","351895","Sporobacter",0.0315
"Healthy","351895","Anaerofilum",0.0045
"Healthy","351895","Papillibacter",0.1429
"Healthy","351895","Catenibacterium",0.0842
"Healthy","351895","Gelria",0.024
"Healthy","351895","Barnesiella",2.0431
"Healthy","351895","Adlercreutzia",0.3355
"Healthy","351895","Caldicoprobacter",0.0165
"Healthy","351895","Pseudoflavonifractor",0.021
"Healthy","351895","Eisenbergiella",0.003
"Healthy","351895","Candidatus Soleaferrea",0.0075
"Healthy","351895","Acetivibrio",0.009
"Healthy","351895","Shuttleworthia",0.006
"Healthy","351895","Parvibacter",0.006
"Healthy","351895","Senegalimassilia",0.6664
"Healthy","351895","Leuconostoc",0.0315
"Healthy","351895","Slackia",0.1534
"Healthy","351895","Alloprevotella",7.9016
"Healthy","351895","Eubacterium",0.0075
"Healthy","351895","Facklamia",0.0075
"Healthy","351895","Staphylococcus",0.003
"Healthy","351895","Arthrobacter",0.0225
"Healthy","351895","Globicatella",0.003
"Healthy","351895","Coprothermobacter",0.6409
"Healthy","351895","Actinobaculum",0.0105
"Healthy","351895","Oligella",0.021
"Healthy","351895","Eremococcus",0.009
"Healthy","351895","Skermanella",0.003
"Healthy","351895","Alloscardovia",0.003
"Healthy","351895","Trueperella",0.0195
"Healthy","879139","Kluyvera",0.0152
"Healthy","879139","Haemophilus",0.0021
"Healthy","879139","Bacteroides",24.0391
"Healthy","879139","Porphyromonas",0.0446
"Healthy","879139","Prevotella",0.1122
"Healthy","879139","Roseburia",6.7791
"Healthy","879139","Acidaminococcus",0.6516
"Healthy","879139","Megasphaera",0.0021
"Healthy","879139","Sarcina",3.2386
"Healthy","879139","Streptococcus",0.061
"Healthy","879139","Lactococcus",0.0065
"Healthy","879139","Clostridium",0.4653
"Healthy","879139","Lactobacillus",0.0566
"Healthy","879139","Actinomyces",0.0174
"Healthy","879139","Bifidobacterium",3.013
"Healthy","879139","Corynebacterium",0.0196
"Healthy","879139","Lachnospira",1.1779
"Healthy","879139","Phascolarctobacterium",0.4031
"Healthy","879139","Dialister",0.7366
"Healthy","879139","Pseudobutyrivibrio",2.7951
"Healthy","879139","Holdemania",0.0021
"Healthy","879139","Eggerthella",0.0185
"Healthy","879139","Mogibacterium",0.0032
"Healthy","879139","Collinsella",5.1532
"Healthy","879139","Granulicatella",0.0021
"Healthy","879139","Oscillospira",0.2146
"Healthy","879139","Finegoldia",0.0926
"Healthy","879139","Peptoniphilus",0.0719
"Healthy","879139","Anaerococcus",0.0424
"Healthy","879139","Varibaculum",0.0043
"Healthy","879139","Dorea",0.6385
"Healthy","879139","Turicibacter",0.0054
"Healthy","879139","Anaerostipes",0.8151
"Healthy","879139","Faecalibacterium",18.3453
"Healthy","879139","Alistipes",3.1841
"Healthy","879139","Hespellia",0.0632
"Healthy","879139","Anaerotruncus",0.2931
"Healthy","879139","Odoribacter",0.5176
"Healthy","879139","Subdoligranulum",3.329
"Healthy","879139","Parabacteroides",3.5633
"Healthy","879139","Moryella",0.3356
"Healthy","879139","Oscillibacter",0.1994
"Healthy","879139","Blautia",8.0388
"Healthy","879139","Butyricimonas",1.1779
"Healthy","879139","Parasutterella",0.2833
"Healthy","879139","Gordonibacter",0.0228
"Healthy","879139","Anaerosporobacter",0.0337
"Healthy","879139","Flavonifractor",0.0501
"Healthy","879139","Murdochiella",0.0021
"Healthy","879139","Intestinimonas",0.0326
"Healthy","879139","Fusicatenibacter",1.592
"Healthy","879139","Dielma",0.0032
"Healthy","879139","Peptoclostridium",0.1176
"Healthy","879139","Romboutsia",0.2974
"Healthy","879139","Terrisporobacter",0.0501
"Healthy","879139","Intestinibacter",0.0849
"Healthy","879139","Erysipelatoclostridium",0.0642
"Healthy","879139","Clostridioides",0.2233
"Healthy","879139","Campylobacter",0.0087
"Healthy","879139","Desulfovibrio",0.1024
"Healthy","879139","Herbaspirillum",0.0108
"Healthy","879139","Peptostreptococcus",0.0021
"Healthy","879139","Bilophila",0.5197
"Healthy","879139","Sutterella",5.4747
"Healthy","879139","Sporobacter",0.0021
"Healthy","879139","Adlercreutzia",0.0555
"Healthy","879139","Parvimonas",0.0032
"Healthy","879139","Pseudoflavonifractor",0.0043
"Healthy","879139","Anaerovorax",0.0098
"Healthy","879139","Eisenbergiella",0.025
"Healthy","879139","Candidatus Soleaferrea",0.0119
"Healthy","879139","Klebsiella",0.0021
"Healthy","879139","Shuttleworthia",0.0098
"Healthy","879139","Acetanaerobacterium",0.0032
"Healthy","879139","Enterorhabdus",0.0032
"Healthy","879139","Eubacterium",0.0119
"Healthy","879139","Gemella",0.0032
"Healthy","879139","Gardnerella",0.0021
"Healthy","879139","Parasporobacterium",0.0544
"Healthy","879139","Massilia",0.0043
"Healthy","879139","Candidatus Stoquefichus",0.0217
"Healthy","879139","Enorma",0.1111
"Healthy","440654","Kluyvera",0.0099
"Healthy","440654","Haemophilus",0.3284
"Healthy","440654","Bacteroides",16.7255
"Healthy","440654","Porphyromonas",0.0298
"Healthy","440654","Prevotella",0.1045
"Healthy","440654","Roseburia",15.5262
"Healthy","440654","Acidaminococcus",0.0945
"Healthy","440654","Megasphaera",1.3436
"Healthy","440654","Sarcina",0.0746
"Healthy","440654","Streptococcus",0.4628
"Healthy","440654","Clostridium",1.4331
"Healthy","440654","Lactobacillus",0.0149
"Healthy","440654","Actinomyces",0.0149
"Healthy","440654","Bifidobacterium",0.9206
"Healthy","440654","Corynebacterium",0.1741
"Healthy","440654","Lachnospira",2.8912
"Healthy","440654","Veillonella",0.0547
"Healthy","440654","Dialister",0.6718
"Healthy","440654","Pseudobutyrivibrio",2.9111
"Healthy","440654","Eggerthella",0.0099
"Healthy","440654","Collinsella",0.9405
"Healthy","440654","Finegoldia",0.1741
"Healthy","440654","Peptoniphilus",0.1741
"Healthy","440654","Anaerococcus",0.1642
"Healthy","440654","Varibaculum",0.0099
"Healthy","440654","Dorea",2.5877
"Healthy","440654","Turicibacter",0.0497
"Healthy","440654","Anaerostipes",0.1791
"Healthy","440654","Faecalibacterium",20.4379
"Healthy","440654","Alistipes",0.1891
"Healthy","440654","Anaerotruncus",0.0298
"Healthy","440654","Marvinbryantia",0.1244
"Healthy","440654","Parabacteroides",0.2537
"Healthy","440654","Lactonifactor",0.0199
"Healthy","440654","Moryella",0.0149
"Healthy","440654","Blautia",10.5349
"Healthy","440654","Parasutterella",0.2388
"Healthy","440654","Negativicoccus",0.0149
"Healthy","440654","Flavonifractor",0.0149
"Healthy","440654","Fusicatenibacter",6.3896
"Healthy","440654","Peptoclostridium",0.0447
"Healthy","440654","Romboutsia",0.0099
"Healthy","440654","Intestinibacter",0.418
"Healthy","440654","Erysipelatoclostridium",1.2341
"Healthy","440654","Campylobacter",0.0199
"Healthy","440654","Sutterella",0.2687
"Healthy","440654","Adlercreutzia",0.0199
"Healthy","440654","Pseudoflavonifractor",0.0099
"Healthy","440654","Actinobacillus",0.0447
"Healthy","440654","Neisseria",0.0398
"Healthy","440654","Epulopiscium",0.0746
"Healthy","440654","Shuttleworthia",0.0099
"Healthy","440654","Senegalimassilia",0.3284
"Healthy","440654","Allisonella",0.0099
"Healthy","440654","Staphylococcus",0.0298
"Healthy","440654","Selenomonas",0.1443
"Healthy","440654","Mitsuokella",0.3732
"Healthy","440654","Olsenella",0.0398
"Healthy","440654","Megamonas",9.4053
"Healthy","495165","Haemophilus",0.0693
"Healthy","495165","Bacteroides",45.2831
"Healthy","495165","Roseburia",6.4037
"Healthy","495165","Acidaminococcus",0.1387
"Healthy","495165","Megasphaera",0.6071
"Healthy","495165","Streptococcus",0.0346
"Healthy","495165","Clostridium",0.5782
"Healthy","495165","Actinomyces",0.0115
"Healthy","495165","Bifidobacterium",4.5765
"Healthy","495165","Lachnospira",0.2833
"Healthy","495165","Veillonella",0.0289
"Healthy","495165","Dialister",0.0173
"Healthy","495165","Pseudobutyrivibrio",1.405
"Healthy","495165","Collinsella",0.0404
"Healthy","495165","Dorea",0.6302
"Healthy","495165","Turicibacter",0.0318
"Healthy","495165","Anaerostipes",0.1127
"Healthy","495165","Faecalibacterium",17.8929
"Healthy","495165","Alistipes",0.0693
"Healthy","495165","Marvinbryantia",0.0636
"Healthy","495165","Subdoligranulum",0.0057
"Healthy","495165","Parabacteroides",0.7632
"Healthy","495165","Blautia",12.9983
"Healthy","495165","Parasutterella",0.2891
"Healthy","495165","Flavonifractor",0.052
"Healthy","495165","Fusicatenibacter",2.0093
"Healthy","495165","Intestinibacter",0.0693
"Healthy","495165","Erysipelatoclostridium",0.0115
"Healthy","495165","Sutterella",0.5348
"Healthy","495165","Adlercreutzia",0.0115
"Healthy","495165","Senegalimassilia",0.0607
"Healthy","495165","Selenomonas",0.0722
"Healthy","495165","Mitsuokella",0.1647
"Healthy","495165","Megamonas",4.5447
"Healthy","447247","Flavobacterium",0.3492
"Healthy","447247","Kluyvera",0.0249
"Healthy","447247","Haemophilus",0.0268
"Healthy","447247","Bacteroides",12.0684
"Healthy","447247","Porphyromonas",0.7618
"Healthy","447247","Prevotella",2.9763
"Healthy","447247","Roseburia",11.581
"Healthy","447247","Sarcina",0.8251
"Healthy","447247","Streptococcus",0.2264
"Healthy","447247","Atopobium",0.0172
"Healthy","447247","Clostridium",0.8501
"Healthy","447247","Bifidobacterium",0.5987
"Healthy","447247","Corynebacterium",3.2373
"Healthy","447247","Propionibacterium",0.0038
"Healthy","447247","Mobiluncus",0.023
"Healthy","447247","Lachnospira",2.0302
"Healthy","447247","Phascolarctobacterium",0.4087
"Healthy","447247","Dialister",0.1918
"Healthy","447247","Pseudobutyrivibrio",1.6503
"Healthy","447247","Holdemania",0.0057
"Healthy","447247","Eggerthella",0.0498
"Healthy","447247","Mogibacterium",0.2014
"Healthy","447247","Collinsella",1.3432
"Healthy","447247","Finegoldia",0.3646
"Healthy","447247","Peptoniphilus",0.4279
"Healthy","447247","Anaerococcus",0.236
"Healthy","447247","Varibaculum",0.0115
"Healthy","447247","Dorea",1.6234
"Healthy","447247","Turicibacter",0.1074
"Healthy","447247","Anaerostipes",3.0742
"Healthy","447247","Faecalibacterium",19.4431
"Healthy","447247","Fastidiosipila",0.0191
"Healthy","447247","Alistipes",0.5277
"Healthy","447247","Hespellia",0.0422
"Healthy","447247","Anaerotruncus",0.0172
"Healthy","447247","Marvinbryantia",0.7656
"Healthy","447247","Odoribacter",0.1669
"Healthy","447247","Subdoligranulum",3.2008
"Healthy","447247","Parabacteroides",1.4622
"Healthy","447247","Aggregatibacter",0.0153
