"condition","ssr","taxa","abundance"
"Sprague","108988","Anaerotruncus",1.2209
"Sprague","108988","Marvinbryantia",0.2021
"Sprague","108988","Odoribacter",1.2177
"Sprague","108988","Subdoligranulum",2.8763
"Sprague","108988","Parabacteroides",1.0808
"Sprague","108988","Barnesiella",1.2002
"Sprague","108988","Adlercreutzia",0.2467
"Sprague","108988","Oscillibacter",0.4345
"Sprague","108988","Cloacibacillus",0.0684
"Sprague","108988","Blautia",6.4038
"Sprague","108988","Butyricimonas",1.0744
"Sprague","108988","Parasutterella",1.6252
"Sprague","108988","Hydrogenoanaerobacterium",0.0159
"Sprague","108988","Pyramidobacter",0.148
"Sprague","108988","Gordonibacter",0.0636
"Sprague","108988","Anaerosporobacter",1.119
"Sprague","108988","Flavonifractor",0.8341
"Sprague","108988","Intestinimonas",0.0652
"Sprague","108988","Terrisporobacter",0.0031
"Sprague","108988","Intestinibacter",0.6637
"Sprague","108988","Erysipelatoclostridium",0.9407
"Sprague","108988","Flavobacterium",0.1241
"Sprague","108988","Pseudomonas",0.0079
"Sprague","108988","Peptoniphilus",0.0063
"Sprague","108988","Anaerococcus",0.0031
"Sprague","108988","Murdochiella",0.0079
"Sprague","108988","Mogibacterium",0.0127
"Sprague","108988","Haemophilus",0.0047
"Sprague","108988","Pasteurella",0.0143
"Sprague","108988","Megasphaera",0.0047
"Sprague","108988","Peptostreptococcus",0.0031
"Sprague","108988","Veillonella",0.027
"Sprague","108988","Lactobacillus",0.0095
"Sprague","108988","Asteroleplasma",0.0047
"Sprague","108988","Sporobacter",0.0175
"Sprague","108988","Fastidiosipila",0.0047
"Sprague","108988","Methanomassiliicoccus",0.1289
"Sprague","108988","Mobiluncus",0.0031
"Sprague","108988","Anaerofilum",0.0047
"Sprague","108988","Enterobacter",0.0031
"Sprague","108988","Enterococcus",0.0095
"Sprague","108988","Slackia",0.0095
"Sprague","108988","Lactococcus",0.6494
"Sprague","108988","Eggerthella",0.0238
"Sprague","108988","Enterorhabdus",0.0031
"Sprague","108988","Dielma",0.0079
"Sprague","108988","Peptoclostridium",0.0127
"Sprague","108988","Acetitomaculum",0.14
"Sprague","108988","Weissella",0.0031
"Sprague","108988","Christensenella",0.0031
"Sprague","108988","Leuconostoc",0.027
"Sprague","108988","Fusicatenibacter",1.1445
"Sprague","108988","Caldicoprobacter",0.0047
"Sprague","108988","Lactonifactor",0.0079
"Sprague","108988","Asaccharospora",0.0445
"Sprague","108988","Shuttleworthia",0.0159
"Sprague","108988","Eisenbergiella",0.0031
"Sprague","108993","Kluyvera",1.0748
"Sprague","108993","Bacteroides",15.3437
"Sprague","108993","Fibrobacter",0.0073
"Sprague","108993","Porphyromonas",0.0044
"Sprague","108993","Prevotella",0.025
"Sprague","108993","Roseburia",8.5913
"Sprague","108993","Desulfovibrio",0.1737
"Sprague","108993","Herbaspirillum",0.0942
"Sprague","108993","Sarcina",4.5113
"Sprague","108993","Streptococcus",0.8731
"Sprague","108993","Clostridium",0.4431
"Sprague","108993","Bifidobacterium",0.5639
"Sprague","108993","Brevibacterium",0.025
"Sprague","108993","Corynebacterium",0.0161
"Sprague","108993","Methanobrevibacter",2.4191
"Sprague","108993","Peptococcus",0.0426
"Sprague","108993","Lachnospira",1.1999
"Sprague","108993","Phascolarctobacterium",0.6964
"Sprague","108993","Bilophila",0.5212
"Sprague","108993","Dialister",0.2488
"Sprague","108993","Sutterella",0.1575
"Sprague","108993","Pseudobutyrivibrio",2.1879
"Sprague","108993","Collinsella",1.9096
"Sprague","108993","Oscillospira",0.0426
"Sprague","108993","Catenibacterium",0.0353
"Sprague","108993","Thalassospira",0.2782
"Sprague","108993","Victivallis",0.156
"Sprague","108993","Varibaculum",0.0235
"Sprague","108993","Gelria",0.025
"Sprague","108993","Dorea",0.4799
"Sprague","108993","Turicibacter",0.131
"Sprague","108993","Anaerostipes",1.1734
"Sprague","108993","Faecalibacterium",15.5483
"Sprague","108993","Alistipes",2.1717
"Sprague","108993","Akkermansia",5.9145
"Sprague","108993","Hespellia",0.0044
"Sprague","108993","Anaerotruncus",0.879
"Sprague","108993","Marvinbryantia",0.2782
"Sprague","108993","Pseudoclavibacter",0.0117
"Sprague","108993","Odoribacter",1.0336
"Sprague","108993","Subdoligranulum",2.5089
"Sprague","108993","Parabacteroides",1.1249
"Sprague","108993","Barnesiella",1.2588
"Sprague","108993","Adlercreutzia",0.3195
"Sprague","108993","Oscillibacter",0.6301
"Sprague","108993","Cloacibacillus",0.078
"Sprague","108993","Blautia",7.2235
"Sprague","108993","Butyricimonas",0.8672
"Sprague","108993","Parasutterella",1.1381
"Sprague","108993","Hydrogenoanaerobacterium",0.0235
"Sprague","108993","Pyramidobacter",0.1884
"Sprague","108993","Gordonibacter",0.1104
"Sprague","108993","Anaerosporobacter",0.8525
"Sprague","108993","Flavonifractor",0.9423
"Sprague","108993","Pseudoflavonifractor",0.0073
"Sprague","108993","Intestinimonas",0.05
"Sprague","108993","Intestinibacter",0.6802
"Sprague","108993","Erysipelatoclostridium",0.8215
"Sprague","108993","Flavobacterium",0.1207
"Sprague","108993","Anaerococcus",0.0058
"Sprague","108993","Murdochiella",0.0029
"Sprague","108993","Mogibacterium",0.0117
"Sprague","108993","Candidatus Soleaferrea",0.0029
"Sprague","108993","Haemophilus",0.0058
"Sprague","108993","Pasteurella",0.0029
"Sprague","108993","Megasphaera",0.0073
"Sprague","108993","Veillonella",0.0338
"Sprague","108993","Aggregatibacter",0.0029
"Sprague","108993","Lactobacillus",0.0191
"Sprague","108993","Sporobacter",0.0058
"Sprague","108993","Fastidiosipila",0.0073
"Sprague","108993","Succiniclasticum",0.0073
"Sprague","108993","Candidatus Stoquefichus",0.0044
"Sprague","108993","Methanomassiliicoccus",0.0883
"Sprague","108993","Mobiluncus",0.0044
"Sprague","108993","Enterobacter",0.0147
"Sprague","108993","Slackia",0.0191
"Sprague","108993","Lactococcus",0.505
"Sprague","108993","Eggerthella",0.0397
"Sprague","108993","Papillibacter",0.0044
"Sprague","108993","Catabacter",0.0029
"Sprague","108993","Dielma",0.0603
"Sprague","108993","Peptoclostridium",0.0103
"Sprague","108993","Holdemania",0.0117
"Sprague","108993","Acetitomaculum",0.1457
"Sprague","108993","Leuconostoc",0.0176
"Sprague","108993","Trueperella",0.0044
"Sprague","108993","Fusicatenibacter",1.0203
"Sprague","108993","Caldicoprobacter",0.0088
"Sprague","108993","Lactonifactor",0.0088
"Sprague","108993","Asaccharospora",0.0426
"Sprague","108993","Shuttleworthia",0.0176
"Sprague","109058","Kluyvera",0.0182
"Sprague","109058","Bacteroides",10.1054
"Sprague","109058","Fibrobacter",0.0091
"Sprague","109058","Prevotella",0.0146
"Sprague","109058","Roseburia",11.5417
"Sprague","109058","Desulfovibrio",0.1041
"Sprague","109058","Herbaspirillum",0.0749
"Sprague","109058","Sarcina",4.5721
"Sprague","109058","Streptococcus",0.9246
"Sprague","109058","Clostridium",0.5335
"Sprague","109058","Bifidobacterium",1.1128
"Sprague","109058","Brevibacterium",0.0091
"Sprague","109058","Corynebacterium",0.042
"Sprague","109058","Methanobrevibacter",2.2348
"Sprague","109058","Peptococcus",0.0292
"Sprague","109058","Lachnospira",1.4363
"Sprague","109058","Phascolarctobacterium",1.0416
"Sprague","109058","Bilophila",0.2795
"Sprague","109058","Dialister",0.1461
"Sprague","109058","Sutterella",0.148
"Sprague","109058","Pseudobutyrivibrio",3.112
"Sprague","109058","Collinsella",2.7027
"Sprague","109058","Oscillospira",0.0255
"Sprague","109058","Catenibacterium",0.0219
"Sprague","109058","Thalassospira",0.1589
"Sprague","109058","Victivallis",0.1407
"Sprague","109058","Varibaculum",0.0237
"Sprague","109058","Gelria",0.0164
"Sprague","109058","Dorea",0.656
"Sprague","109058","Turicibacter",0.1845
"Sprague","109058","Anaerostipes",1.5021
"Sprague","109058","Faecalibacterium",17.9814
"Sprague","109058","Alistipes",1.8164
"Sprague","109058","Akkermansia",1.1256
"Sprague","109058","Anaerotruncus",1.1329
"Sprague","109058","Marvinbryantia",0.6341
"Sprague","109058","Odoribacter",0.6085
"Sprague","109058","Subdoligranulum",2.5126
"Sprague","109058","Parabacteroides",0.8296
"Sprague","109058","Barnesiella",0.7802
"Sprague","109058","Adlercreutzia",0.2119
"Sprague","109058","Oscillibacter",0.0292
"Sprague","109058","Cloacibacillus",0.1023
"Sprague","109058","Blautia",9.7655
"Sprague","109058","Butyricimonas",0.5335
"Sprague","109058","Parasutterella",0.8826
"Sprague","109058","Hydrogenoanaerobacterium",0.0109
"Sprague","109058","Pyramidobacter",0.1041
"Sprague","109058","Gordonibacter",0.1041
"Sprague","109058","Anaerosporobacter",0.9447
"Sprague","109058","Flavonifractor",0.9283
"Sprague","109058","Intestinimonas",0.073
"Sprague","109058","Intestinibacter",1.2627
"Sprague","109058","Erysipelatoclostridium",1.1274
"Sprague","109058","Flavobacterium",0.1096
"Sprague","109058","Peptoniphilus",0.0036
"Sprague","109058","Anaerococcus",0.0091
"Sprague","109058","Murdochiella",0.0127
"Sprague","109058","Mogibacterium",0.0091
"Sprague","109058","Haemophilus",0.0054
"Sprague","109058","Veillonella",0.0365
"Sprague","109058","Moryella",0.0091
"Sprague","109058","Lactobacillus",0.0201
"Sprague","109058","Asteroleplasma",0.0036
"Sprague","109058","Sporobacter",0.0365
"Sprague","109058","Succiniclasticum",0.0073
"Sprague","109058","Methanomassiliicoccus",0.0584
"Sprague","109058","Mobiluncus",0.0073
"Sprague","109058","Anaerofilum",0.0073
"Sprague","109058","Enterococcus",0.0091
"Sprague","109058","Slackia",0.0182
"Sprague","109058","Lactococcus",0.5811
"Sprague","109058","Eggerthella",0.0201
"Sprague","109058","Papillibacter",0.0091
"Sprague","109058","Acetanaerobacterium",0.0036
"Sprague","109058","Enterorhabdus",0.0164
"Sprague","109058","Dielma",0.0073
"Sprague","109058","Acetitomaculum",0.3581
"Sprague","109058","Delftia",0.0036
"Sprague","109058","Leuconostoc",0.0328
"Sprague","109058","Fusicatenibacter",1.5587
"Sprague","109058","Caldicoprobacter",0.0109
"Sprague","109058","Lactonifactor",0.0036
"Sprague","109058","Asaccharospora",0.0694
"Sprague","109058","Shuttleworthia",0.0219
"Sprague","109004","Kluyvera",0.2103
"Sprague","109004","Bacteroides",15.1875
"Sprague","109004","Fibrobacter",0.0035
"Sprague","109004","Porphyromonas",0.0035
"Sprague","109004","Prevotella",0.0323
"Sprague","109004","Roseburia",9.7522
"Sprague","109004","Desulfovibrio",0.1456
"Sprague","109004","Sarcina",3.9645
"Sprague","109004","Streptococcus",1.1003
"Sprague","109004","Clostridium",0.4117
"Sprague","109004","Bifidobacterium",1.0176
"Sprague","109004","Brevibacterium",0.0215
"Sprague","109004","Corynebacterium",0.0071
"Sprague","109004","Methanobrevibacter",4.1677
"Sprague","109004","Peptococcus",0.0323
"Sprague","109004","Lachnospira",1.8177
"Sprague","109004","Phascolarctobacterium",1.1614
"Sprague","109004","Bilophila",0.3524
"Sprague","109004","Dialister",0.2139
"Sprague","109004","Sutterella",0.0071
"Sprague","109004","Pseudobutyrivibrio",2.7203
"Sprague","109004","Collinsella",2.5639
"Sprague","109004","Oscillospira",0.0269
"Sprague","109004","Catenibacterium",0.0197
"Sprague","109004","Thalassospira",0.0179
"Sprague","109004","Victivallis",0.1312
"Sprague","109004","Varibaculum",0.0359
"Sprague","109004","Gelria",0.0287
"Sprague","109004","Dorea",0.7713
"Sprague","109004","Turicibacter",0.1204
"Sprague","109004","Anaerostipes",1.6667
"Sprague","109004","Faecalibacterium",3.5024
"Sprague","109004","Alistipes",2.2097
"Sprague","109004","Akkermansia",12.1003
"Sprague","109004","Hespellia",0.0089
"Sprague","109004","Anaerotruncus",0.6544
"Sprague","109004","Marvinbryantia",0.5933
"Sprague","109004","Odoribacter",0.8018
"Sprague","109004","Subdoligranulum",0.3721
"Sprague","109004","Parabacteroides",1.3988
"Sprague","109004","Barnesiella",1.1812
"Sprague","109004","Adlercreutzia",0.2643
"Sprague","109004","Oscillibacter",0.48
"Sprague","109004","Cloacibacillus",0.169
"Sprague","109004","Blautia",8.5691
"Sprague","109004","Butyricimonas",0.7893
"Sprague","109004","Parasutterella",0.1438
"Sprague","109004","Hydrogenoanaerobacterium",0.0251
"Sprague","109004","Pyramidobacter",0.2049
"Sprague","109004","Gordonibacter",0.0071
"Sprague","109004","Anaerosporobacter",0.667
"Sprague","109004","Flavonifractor",0.8774
"Sprague","109004","Pseudoflavonifractor",0.0071
"Sprague","109004","Intestinimonas",0.0611
"Sprague","109004","Terrisporobacter",0.0035
"Sprague","109004","Intestinibacter",1.4311
"Sprague","109004","Erysipelatoclostridium",1.5822
"Sprague","109004","Flavobacterium",0.0845
"Sprague","109004","Pseudomonas",0.0035
"Sprague","109004","Actinomyces",0.0053
"Sprague","109004","Peptoniphilus",0.0107
"Sprague","109004","Murdochiella",0.0107
"Sprague","109004","Mogibacterium",0.0071
"Sprague","109004","Haemophilus",0.0089
"Sprague","109004","Megasphaera",0.0053
"Sprague","109004","Veillonella",0.0323
"Sprague","109004","Granulicatella",0.0071
"Sprague","109004","Lactobacillus",0.0359
"Sprague","109004","Sporobacter",0.0053
"Sprague","109004","Fastidiosipila",0.0035
"Sprague","109004","Succiniclasticum",0.0035
"Sprague","109004","Methanomassiliicoccus",0.0665
"Sprague","109004","Mobiluncus",0.0035
"Sprague","109004","Enterobacter",0.0125
"Sprague","109004","Enterococcus",0.0107
"Sprague","109004","Slackia",0.0179
"Sprague","109004","Lactococcus",0.7983
"Sprague","109004","Eggerthella",0.0359
"Sprague","109004","Papillibacter",0.0053
"Sprague","109004","Enterorhabdus",0.0161
"Sprague","109004","Dielma",0.0179
"Sprague","109004","Peptoclostridium",0.0125
"Sprague","109004","Holdemania",0.0071
"Sprague","109004","Acetitomaculum",0.3667
"Sprague","109004","Leuconostoc",0.0449
"Sprague","109004","Fusicatenibacter",1.5732
"Sprague","109004","Caldicoprobacter",0.0179
"Sprague","109004","Lactonifactor",0.0143
"Sprague","109004","Asaccharospora",0.0413
"Sprague","109004","Shuttleworthia",0.0305
"Sprague","266613","Kluyvera",0.4858
"Sprague","266613","Bacteroides",14.9986
"Sprague","266613","Porphyromonas",0.0052
"Sprague","266613","Prevotella",0.0261
"Sprague","266613","Roseburia",7.001
"Sprague","266613","Desulfovibrio",0.1397
"Sprague","266613","Herbaspirillum",0.0431
"Sprague","266613","Sarcina",4.1666
"Sprague","266613","Streptococcus",0.6909
"Sprague","266613","Clostridium",0.2338
"Sprague","266613","Bifidobacterium",1.6013
"Sprague","266613","Corynebacterium",0.0052
"Sprague","266613","Methanobrevibacter",3.5971
"Sprague","266613","Peptococcus",0.0261
"Sprague","266613","Lachnospira",1.5334
"Sprague","266613","Phascolarctobacterium",0.6165
"Sprague","266613","Bilophila",0.3735
"Sprague","266613","Dialister",0.2377
"Sprague","266613","Sutterella",0.2938
"Sprague","266613","Pseudobutyrivibrio",1.3427
"Sprague","266613","Collinsella",0.4218
"Sprague","266613","Oscillospira",0.0065
"Sprague","266613","Catenibacterium",0.0195
"Sprague","266613","Thalassospira",0.2338
"Sprague","266613","Victivallis",0.2364
"Sprague","266613","Varibaculum",0.06
"Sprague","266613","Gelria",0.0417
"Sprague","266613","Dorea",0.4937
"Sprague","266613","Turicibacter",0.0927
"Sprague","266613","Anaerostipes",0.9391
"Sprague","266613","Faecalibacterium",20.1593
"Sprague","266613","Alistipes",2.5378
"Sprague","266613","Akkermansia",8.4286
"Sprague","266613","Hespellia",0.0026
"Sprague","266613","Anaerotruncus",0.3539
"Sprague","266613","Marvinbryantia",0.3735
"Sprague","266613","Odoribacter",0.7706
"Sprague","266613","Subdoligranulum",1.5843
"Sprague","266613","Parabacteroides",1.3675
"Sprague","266613","Barnesiella",0.9574
"Sprague","266613","Adlercreutzia",0.2194
"Sprague","266613","Oscillibacter",0.1018
"Sprague","266613","Cloacibacillus",0.094
"Sprague","266613","Blautia",6.7319
"Sprague","266613","Butyricimonas",1.0148
"Sprague","266613","Parasutterella",1.169
"Sprague","266613","Hydrogenoanaerobacterium",0.0248
"Sprague","266613","Pyramidobacter",0.2298
"Sprague","266613","Gordonibacter",0.1162
"Sprague","266613","Anaerosporobacter",0.3983
"Sprague","266613","Flavonifractor",0.2716
"Sprague","266613","Pseudoflavonifractor",0.0065
"Sprague","266613","Intestinimonas",0.0156
"Sprague","266613","Terrisporobacter",0.5107
"Sprague","266613","Intestinibacter",0.9535
"Sprague","266613","Erysipelatoclostridium",1.0867
"Sprague","266613","Flavobacterium",0.0587
"Sprague","266613","Actinomyces",0.0026
"Sprague","266613","Finegoldia",0.0039
"Sprague","266613","Peptoniphilus",0.0026
"Sprague","266613","Anaerococcus",0.0065
"Sprague","266613","Murdochiella",0.0091
"Sprague","266613","Mogibacterium",0.0182
"Sprague","266613","Megasphaera",0.0065
"Sprague","266613","Atopobium",0.0026
"Sprague","266613","Lactobacillus",0.0822
"Sprague","266613","Sporobacter",0.0208
"Sprague","266613","Succiniclasticum",0.0078
"Sprague","266613","Candidatus Stoquefichus",0.0065
"Sprague","266613","Methanomassiliicoccus",0.1071
"Sprague","266613","Mobiluncus",0.0169
"Sprague","266613","Enterococcus",0.0026
"Sprague","266613","Slackia",0.0261
"Sprague","266613","Lactococcus",0.5851
"Sprague","266613","Eggerthella",0.0287
"Sprague","266613","Papillibacter",0.0744
"Sprague","266613","Enterorhabdus",0.0078
"Sprague","266613","Dielma",0.0143
"Sprague","266613","Peptoclostridium",0.0548
"Sprague","266613","Acetitomaculum",0.1436
"Sprague","266613","Anaerovorax",0.0339
"Sprague","266613","Tissierella",0.0026
"Sprague","266613","Anaerofustis",0.0065
"Sprague","266613","Leuconostoc",0.0509
"Sprague","266613","Trueperella",0.0026
"Sprague","266613","Parasporobacterium",0.0326
"Sprague","266613","Butyrivibrio",0.0417
"Sprague","266613","Fusicatenibacter",1.6836
"Sprague","266613","Caldicoprobacter",0.0091
"Sprague","266613","Lactonifactor",0.0052
"Sprague","266613","Shuttleworthia",0.0052
"Sprague","266613","Romboutsia",1.4903
"Sprague","266433","Kluyvera",0.0428
"Sprague","266433","Bacteroides",16.5889
"Sprague","266433","Porphyromonas",0.0446
"Sprague","266433","Prevotella",0.0946
"Sprague","266433","Roseburia",9.223
"Sprague","266433","Desulfovibrio",0.1482
"Sprague","266433","Herbaspirillum",0.041
"Sprague","266433","Sarcina",3.8856
"Sprague","266433","Staphylococcus",0.0035
"Sprague","266433","Streptococcus",0.4839
"Sprague","266433","Clostridium",0.566
"Sprague","266433","Bifidobacterium",0.9892
"Sprague","266433","Brevibacterium",0.0285
"Sprague","266433","Corynebacterium",0.2214
"Sprague","266433","Methanobrevibacter",2.4981
"Sprague","266433","Peptococcus",0.016
"Sprague","266433","Lachnospira",1.8392
"Sprague","266433","Phascolarctobacterium",0.3446
"Sprague","266433","Bilophila",0.3517
"Sprague","266433","Dialister",0.4446
"Sprague","266433","Sutterella",0.5839
"Sprague","266433","Pseudobutyrivibrio",1.6731
"Sprague","266433","Oligella",0.0303
"Sprague","266433","Collinsella",0.4696
"Sprague","266433","Oscillospira",0.016
"Sprague","266433","Catenibacterium",0.0107
"Sprague","266433","Thalassospira",0.1142
"Sprague","266433","Victivallis",0.2446
"Sprague","266433","Varibaculum",0.0571
"Sprague","266433","Gelria",0.0357
"Sprague","266433","Dorea",0.5589
"Sprague","266433","Turicibacter",0.2178
"Sprague","266433","Anaerostipes",1.2071
"Sprague","266433","Faecalibacterium",24.0013
"Sprague","266433","Alistipes",2.8463
"Sprague","266433","Akkermansia",2.9124
"Sprague","266433","Hespellia",0.0178
"Sprague","266433","Anaerotruncus",0.5339
"Sprague","266433","Marvinbryantia",0.166
"Sprague","266433","Pseudoclavibacter",0.0214
"Sprague","266433","Odoribacter",0.7214
"Sprague","266433","Subdoligranulum",2.0963
"Sprague","266433","Parabacteroides",0.8178
"Sprague","266433","Barnesiella",0.8517
"Sprague","266433","Adlercreutzia",0.3374
"Sprague","266433","Oscillibacter",0.1035
"Sprague","266433","Cloacibacillus",0.0589
"Sprague","266433","Blautia",6.907
"Sprague","266433","Butyricimonas",0.8124
"Sprague","266433","Parasutterella",1.2481
"Sprague","266433","Hydrogenoanaerobacterium",0.0142
"Sprague","266433","Pyramidobacter",0.1571
"Sprague","266433","Gordonibacter",0.0642
"Sprague","266433","Anaerosporobacter",0.3249
"Sprague","266433","Flavonifractor",0.1964
"Sprague","266433","Pseudoflavonifractor",0.0107
"Sprague","266433","Intestinimonas",0.0071
"Sprague","266433","Terrisporobacter",0.4589
"Sprague","266433","Intestinibacter",0.9196
"Sprague","266433","Erysipelatoclostridium",0.8589
"Sprague","266433","Flavobacterium",0.141
"Sprague","266433","Actinomyces",0.0071
"Sprague","266433","Facklamia",0.0089
"Sprague","266433","Finegoldia",0.0035
"Sprague","266433","Peptoniphilus",0.0357
"Sprague","266433","Anaerococcus",0.0214
"Sprague","266433","Murdochiella",0.0142
"Sprague","266433","Mogibacterium",0.016
"Sprague","266433","Haemophilus",0.016
"Sprague","266433","Veillonella",0.0107
"Sprague","266433","Moryella",0.0142
"Sprague","266433","Lactobacillus",0.0946
"Sprague","266433","Asteroleplasma",0.0035
"Sprague","266433","Sporobacter",0.0196
"Sprague","266433","Fastidiosipila",0.0089
"Sprague","266433","Succiniclasticum",0.0196
"Sprague","266433","Candidatus Stoquefichus",0.0035
"Sprague","266433","Methanomassiliicoccus",0.1339
"Sprague","266433","Mobiluncus",0.0107
"Sprague","266433","Slackia",0.0124
"Sprague","266433","Lactococcus",0.2285
"Sprague","266433","Eggerthella",0.0107
"Sprague","266433","Papillibacter",0.0732
"Sprague","266433","Enterorhabdus",0.0089
"Sprague","266433","Dielma",0.0053
"Sprague","266433","Peptoclostridium",0.1285
"Sprague","266433","Holdemania",0.0107
"Sprague","266433","Acetitomaculum",0.0767
"Sprague","266433","Anaerovorax",0.0249
"Sprague","266433","Anaerofustis",0.0035
"Sprague","266433","Leuconostoc",0.0196
"Sprague","266433","Trueperella",0.0035
"Sprague","266433","Parasporobacterium",0.0178
"Sprague","266433","Butyrivibrio",0.0535
"Sprague","266433","Tessaracoccus",0.0089
"Sprague","266433","Fusicatenibacter",1.9035
"Sprague","266433","Caldicoprobacter",0.0178
"Sprague","266433","Lactonifactor",0.0107
"Sprague","266433","Romboutsia",0.9874
"Sprague","110703","Kluyvera",0.218
"Sprague","110703","Bacteroides",17.7105
"Sprague","110703","Fibrobacter",0.0055
"Sprague","110703","Prevotella",0.0083
"Sprague","110703","Roseburia",10.6296
"Sprague","110703","Desulfovibrio",0.0796
"Sprague","110703","Herbaspirillum",0.0293
"Sprague","110703","Sarcina",2.4795
"Sprague","110703","Streptococcus",0.3298
"Sprague","110703","Clostridium",0.717
"Sprague","110703","Bifidobacterium",2.6612
"Sprague","110703","Brevibacterium",0.0111
"Sprague","110703","Corynebacterium",0.0195
"Sprague","110703","Methanobrevibacter",1.6073
"Sprague","110703","Peptococcus",0.0139
"Sprague","110703","Lachnospira",1.7625
"Sprague","110703","Phascolarctobacterium",0.1789
"Sprague","110703","Bilophila",0.2921
"Sprague","110703","Dialister",0.313
"Sprague","110703","Sutterella",0.5688
"Sprague","110703","Pseudobutyrivibrio",1.7387
"Sprague","110703","Oligella",0.0055
"Sprague","110703","Collinsella",1.297
"Sprague","110703","Oscillospira",0.0153
"Sprague","110703","Catenibacterium",0.0111
"Sprague","110703","Thalassospira",0.1537
"Sprague","110703","Victivallis",0.102
"Sprague","110703","Varibaculum",0.0209
"Sprague","110703","Gelria",0.0237
"Sprague","110703","Dorea",0.7771
"Sprague","110703","Turicibacter",0.1858
"Sprague","110703","Anaerostipes",2.2405
"Sprague","110703","Faecalibacterium",21.6674
"Sprague","110703","Alistipes",2.063
"Sprague","110703","Akkermansia",1.7737
"Sprague","110703","Hespellia",0.0097
"Sprague","110703","Anaerotruncus",0.9043
"Sprague","110703","Marvinbryantia",0.2012
"Sprague","110703","Odoribacter",0.2655
"Sprague","110703","Subdoligranulum",2.8415
"Sprague","110703","Parabacteroides",0.6946
"Sprague","110703","Barnesiella",0.6247
"Sprague","110703","Adlercreutzia",0.2194
"Sprague","110703","Oscillibacter",0.0461
"Sprague","110703","Cloacibacillus",0.0712
"Sprague","110703","Blautia",8.4184
"Sprague","110703","Butyricimonas",0.485
"Sprague","110703","Parasutterella",0.7142
"Sprague","110703","Hydrogenoanaerobacterium",0.0097
"Sprague","110703","Pyramidobacter",0.0782
"Sprague","110703","Gordonibacter",0.0433
"Sprague","110703","Anaerosporobacter",0.6038
"Sprague","110703","Flavonifractor",0.4263
"Sprague","110703","Intestinimonas",0.0349
"Sprague","110703","Terrisporobacter",0.0363
"Sprague","110703","Intestinibacter",0.8749
"Sprague","110703","Erysipelatoclostridium",0.7421
"Sprague","110703","Flavobacterium",0.1775
"Sprague","110703","Mogibacterium",0.0069
"Sprague","110703","Haemophilus",0.0027
"Sprague","110703","Pasteurella",0.0041
"Sprague","110703","Veillonella",0.0027
"Sprague","110703","Lactobacillus",0.0209
"Sprague","110703","Sporobacter",0.0083
"Sprague","110703","Succiniclasticum",0.0041
"Sprague","110703","Allisonella",0.0069
"Sprague","110703","Methanomassiliicoccus",0.0377
"Sprague","110703","Mobiluncus",0.0111
"Sprague","110703","Anaerofilum",0.0055
"Sprague","110703","Enterobacter",0.0097
"Sprague","110703","Enterococcus",0.0027
"Sprague","110703","Slackia",0.0097
"Sprague","110703","Lactococcus",0.0782
"Sprague","110703","Eubacterium",0.0041
"Sprague","110703","Eggerthella",0.0083
"Sprague","110703","Papillibacter",0.0055
"Sprague","110703","Enterorhabdus",0.0027
"Sprague","110703","Dielma",0.0097
"Sprague","110703","Peptoclostridium",0.0153
"Sprague","110703","Holdemania",0.0027
"Sprague","110703","Acetitomaculum",0.081
"Sprague","110703","Pantoea",0.0027
"Sprague","110703","Leuconostoc",0.0027
"Sprague","110703","Fusicatenibacter",1.7233
"Sprague","110703","Caldicoprobacter",0.0083
"Sprague","110703","Lactonifactor",0.0181
"Sprague","110703","Asaccharospora",0.0894
"Sprague","110703","Shuttleworthia",0.0027
"Sprague","110415","Kluyvera",0.4504
"Sprague","110415","Bacteroides",22.9657
"Sprague","110415","Fibrobacter",0.0026
"Sprague","110415","Porphyromonas",0.0091
"Sprague","110415","Prevotella",0.0235
"Sprague","110415","Roseburia",7.7936
"Sprague","110415","Desulfovibrio",0.1214
"Sprague","110415","Herbaspirillum",0.0404
"Sprague","110415","Sarcina",2.8894
"Sprague","110415","Streptococcus",0.3003
"Sprague","110415","Bacillus",0.0026
"Sprague","110415","Clostridium",0.6345
"Sprague","110415","Bifidobacterium",1.6386
"Sprague","110415","Brevibacterium",0.0156
"Sprague","110415","Corynebacterium",0.0208
"Sprague","110415","Methanobrevibacter",1.4036
"Sprague","110415","Peptococcus",0.0169
"Sprague","110415","Lachnospira",1.5837
"Sprague","110415","Phascolarctobacterium",0.2271
"Sprague","110415","Bilophila",0.4883
"Sprague","110415","Dialister",0.3094
"Sprague","110415","Sutterella",0.423
"Sprague","110415","Pseudobutyrivibrio",1.7835
"Sprague","110415","Oligella",0.0221
"Sprague","110415","Collinsella",1.2025
"Sprague","110415","Oscillospira",0.0235
"Sprague","110415","Catenibacterium",0.0248
"Sprague","110415","Thalassospira",0.6019
"Sprague","110415","Victivallis",0.2611
"Sprague","110415","Varibaculum",0.0496
"Sprague","110415","Gelria",0.0535
"Sprague","110415","Dorea",0.4334
"Sprague","110415","Turicibacter",0.171
"Sprague","110415","Anaerostipes",2.2092
"Sprague","110415","Faecalibacterium",17.6999
"Sprague","110415","Alistipes",3.0866
"Sprague","110415","Akkermansia",2.9704
"Sprague","110415","Anaerotruncus",0.7651
