"ssr","taxa","abundance"
"1246086","Flavobacterium",0.2783
"1246086","Kluyvera",0.0914
"1246086","Haemophilus",0.2021
"1246086","Bacteroides",11.3585
"1246086","Porphyromonas",0.8364
"1246086","Prevotella",0.0623
"1246086","Roseburia",10.6259
"1246086","Acidaminococcus",0.198
"1246086","Megasphaera",0.011
"1246086","Sarcina",0.1758
"1246086","Streptococcus",0.2811
"1246086","Lactococcus",0.029
"1246086","Atopobium",0.0096
"1246086","Clostridium",0.5373
"1246086","Lactobacillus",0.0027
"1246086","Actinomyces",0.0249
"1246086","Bifidobacterium",0.198
"1246086","Corynebacterium",0.3199
"1246086","Propionibacterium",0.0041
"1246086","Mobiluncus",0.0249
"1246086","Methanobrevibacter",0.0027
"1246086","Peptococcus",0.0096
"1246086","Lachnospira",2.2143
"1246086","Veillonella",0.029
"1246086","Phascolarctobacterium",1.9498
"1246086","Dialister",0.0318
"1246086","Pseudobutyrivibrio",4.1282
"1246086","Pantoea",0.0027
"1246086","Holdemania",0.0083
"1246086","Eggerthella",0.2215
"1246086","Mogibacterium",0.1841
"1246086","Collinsella",0.5539
"1246086","Granulicatella",0.0027
"1246086","Oscillospira",0.0457
"1246086","Finegoldia",0.4625
"1246086","Peptoniphilus",0.9292
"1246086","Gallicola",0.0027
"1246086","Anaerococcus",0.6564
"1246086","Varibaculum",0.1384
"1246086","Dorea",1.7366
"1246086","Turicibacter",0.0235
"1246086","Anaerostipes",1.31
"1246086","Faecalibacterium",25.5393
"1246086","Fastidiosipila",0.0249
"1246086","Alistipes",0.2395
"1246086","Hespellia",0.0817
"1246086","Anaerotruncus",0.0027
"1246086","Marvinbryantia",0.029
"1246086","Odoribacter",0.2077
"1246086","Subdoligranulum",4.7403
"1246086","Parabacteroides",4.2861
"1246086","Aggregatibacter",0.0207
"1246086","Lactonifactor",0.0609
"1246086","Moryella",0.0553
"1246086","Oscillibacter",0.0983
"1246086","Blautia",12.6007
"1246086","Butyricimonas",0.216
"1246086","Paraprevotella",2.7586
"1246086","Parasutterella",1.8127
"1246086","Gordonibacter",0.0484
"1246086","Anaerosporobacter",0.0027
"1246086","Negativicoccus",0.0083
"1246086","Flavonifractor",0.0872
"1246086","Murdochiella",0.3018
"1246086","Intestinimonas",0.0221
"1246086","Fusicatenibacter",2.8043
"1246086","Dielma",0.0027
"1246086","Peptoclostridium",0.0304
"1246086","Romboutsia",0.0138
"1246086","Terrisporobacter",0.1052
"1246086","Intestinibacter",0.3171
"1246086","Erysipelatoclostridium",3.1546
"1246086","Clostridioides",0.0041
"1246086","Campylobacter",0
"1246086","Citrobacter",0
"1246086","Butyrivibrio",0
"1246086","Fusobacterium",0
"1246086","Desulfovibrio",0
"1246086","Herbaspirillum",0
"1246086","Peptostreptococcus",0
"1246086","Anaeroplasma",0
"1246086","Asteroleplasma",0
"1246086","Acetitomaculum",0
"1246086","Leptotrichia",0
"1246086","Bilophila",0
"1246086","Sutterella",0
"1246086","Sporobacter",0
"1246086","Anaerofilum",0
"1246086","Papillibacter",0
"1246086","Catenibacterium",0
"1246086","Victivallis",0
"1246086","Gelria",0
"1246086","Barnesiella",0
"1246086","Howardella",0
"1246086","Adlercreutzia",0
"1246086","Parvimonas",0
"1246086","Robinsoniella",0
"1246086","Caldicoprobacter",0
"1246086","Pseudoflavonifractor",0
"1246086","Coprobacter",0
"1246086","Fretibacterium",0
"1246086","Ruminiclostridium",0
"1246086","Actinobacillus",0
"1246086","Rothia",0
"1246086","Weissella",0
"1246086","Anaerovorax",0
"1246086","Anaerofustis",0
"1246086","Neisseria",0
"1246086","Enterobacter",0
"1246086","Cronobacter",0
"1246086","Eisenbergiella",0
"1246086","Candidatus Soleaferrea",0
"1246086","Klebsiella",0
"1246086","Fibrobacter",0
"1246086","Brevibacterium",0
"1246086","Epulopiscium",0
"1246086","Acetivibrio",0
"1246086","Anaerobacter",0
"1246086","Syntrophococcus",0
"1246086","Shuttleworthia",0
"1246086","Akkermansia",0
"1246086","Hydrogenoanaerobacterium",0
"1246086","Cellulosilyticum",0
"1246086","Christensenella",0
"1246086","Parvibacter",0
"1246086","Senegalimassilia",0
"1246086","Dermabacter",0
"1246086","Undibacterium",0
"1246086","Cloacibacillus",0
"1246086","Leuconostoc",0
"1246086","Thalassospira",0
"1246086","Acetanaerobacterium",0
"1246086","Catabacter",0
"1246086","Asaccharospora",0
"1246086","Slackia",0
"1246086","Allisonella",0
"1246086","Enterorhabdus",0
"1246086","Alloprevotella",0
"1246086","Enterococcus",0
"1246086","Eubacterium",0
"1246086","Arcanobacterium",0
"1246086","Helcococcus",0
"1246086","Facklamia",0
"1246086","Aerosphaera",0
"1246086","Propionimicrobium",0
"1246086","Actinotignum",0
"1246086","Raoultella",0
"1246086","Gemella",0
"1246086","Staphylococcus",0
"1246086","Scardovia",0
"1246086","Arthrobacter",0
"1246086","Globicatella",0
"1246086","Coprothermobacter",0
"1246086","Actinobaculum",0
"1246086","Oligella",0
"1246086","Eremococcus",0
"1246086","Skermanella",0
"1246086","Alloscardovia",0
"1246086","Trueperella",0
"1246086","Gardnerella",0
"1246086","Parasporobacterium",0
"1246086","Massilia",0
"1246086","Candidatus Stoquefichus",0
"1246086","Enorma",0
"1246086","Selenomonas",0
"1246086","Mitsuokella",0
"1246086","Olsenella",0
"1246086","Megamonas",0
"1246086","Lachnobacterium",0
"1246086","Hafnia",0
"1246086","Serratia",0
"1246086","Aeromonas",0
"1246086","Rahnella",0
"1246086","Brachybacterium",0
"1246086","Cryobacterium",0
"1246086","Ignavigranum",0
"1246086","Pseudoclavibacter",0
"1246086","Ameyamaea",0
"1246086","Pyramidobacter",0
"1246086","Coprobacillus",0
"1246086","Sphaerochaeta",0
"1246086","Succiniclasticum",0
"1246086","Sedimentibacter",0
"1246086","Bacillus",0
"1246086","Comamonas",0
"1246086","Pseudomonas",0
"1246086","Eikenella",0
"1246086","Capnocytophaga",0
"1246086","Mycobacterium",0
"1246086","Cardiobacterium",0
"1246086","Catonella",0
"1246086","Filifactor",0
"1246086","Abiotrophia",0
"1246086","Lautropia",0
"1246086","Bergeyella",0
"1246086","Tessaracoccus",0
"1246086","Centipeda",0
"1246086","Bulleidia",0
"1246086","Solobacterium",0
"1246086","Tannerella",0
"1246086","Oribacterium",0
"1246086","Lachnoanaerobaculum",0
"1246086","Rhizobium",0
"1246086","Acinetobacter",0
"1246086","Meiothermus",0
"1246086","Anoxybacillus",0
"1246086","Snodgrassella",0
"1246086","Thermus",0
"1246086","Acidovorax",0
"1246086","Sphingomonas",0
"1246086","Malassezia",0
"1246086","Delftia",0
"1246086","Shinella",0
"1246086","Butyricicoccus",0
"1246086","Ochrobactrum",0
"1246086","Ralstonia",0
"1246086","Mesorhizobium",0
"1246086","Sneathia",0
"1246086","Pelomonas",0
"1246086","Anaerobacillus",0
"1246086","Bradyrhizobium",0
"1246086","Anaeroglobus",0
"1246086","Jonquetella",0
"1246086","Azospira",0
"1246086","Weeksella",0
"1246086","Carnobacterium",0
"1246086","Dietzia",0
"1246086","Macrococcus",0
"1246086","Pelistega",0
"1246086","Novosphingobium",0
"1246086","Vagococcus",0
"1246086","Johnsonella",0
"1246086","Stomatobaculum",0
"1246086","Vibrio",0
"1246086","Planomicrobium",0
"1246086","Phyllobacterium",0
"1246086","Xanthomonas",0
"1246086","Methylobacterium",0
"1246086","Pasteurella",0
"1246086","Trichococcus",0
"1246086","Nitrosococcus",0
"1246086","Dolosigranulum",0
"1246086","Burkholderia",0
"1246086","Microbacterium",0
"1246086","Stenotrophomonas",0
"1246086","Aquabacterium",0
"1246086","Moraxella",0
"1246086","Rhodopseudomonas",0
"1246086","Sphingobacterium",0
"1246086","Variovorax",0
"1246086","Brevundimonas",0
"1246086","Kytococcus",0
"1246086","Chryseobacterium",0
"1246086","Sanguibacter",0
"1246086","Bosea",0
"1246086","Tepidimonas",0
"1246086","Achromobacter",0
"1246086","Oxobacter",0
"1246086","Anaerosinus",0
"1246086","Kingella",0
"1246086","Hyphomicrobium",0
"1246086","Nitrobacter",0
"1246086","Nitrospira",0
"1246086","Empedobacter",0
"1246086","Cryptobacterium",0
"1246086","Bergeriella",0
"1246086","Altererythrobacter",0
"1246086","Sediminibacterium",0
"1246086","Lacibacter",0
"1246086","Pseudorhodoferax",0
"1246086","Candidatus Saccharimonas",0
"1246086","Ornatilinea",0
"1246086","Pediococcus",0
"1246086","Aerococcus",0
"1246086","Rhodococcus",0
"1246086","Caulobacter",0
"1246086","Streptomyces",0
"1246086","Rhodoplanes",0
"1246086","Candidatus Microthrix",0
"1246086","Devosia",0
"1246086","Kineosporia",0
"1246086","Cryptosporangium",0
"1246086","Chitinophaga",0
"1246086","Sphingobium",0
"1246086","Iamia",0
"1246086","Steroidobacter",0
"1246086","Phenylobacterium",0
"1246086","Shewanella",0
"1246086","Providencia",0
"1246086","Micrococcus",0
"1246086","Nocardioides",0
"1246086","Kocuria",0
"1246086","Carnimonas",0
"1246086","Rheinheimera",0
"1246086","Pedobacter",0
"1246086","Hymenobacter",0
"1246086","Ornithinimicrobium",0
"1246086","Turicella",0
"1246086","Thiohalorhabdus",0
"1246086","Auritidibacter",0
"1246086","Lysinibacillus",0
"1246086","Alysiella",0
"1246086","Parascardovia",0
"1246086","Mycoplasma",0
"1246086","Streptobacillus",0
"1246086","Eggerthia",0
"1246086","Geobacillus",0
"1246086","Curvibacter",0
"1246086","Cellvibrio",0
"1246086","Leptothrix",0
"1246086","Rhodobacter",0
"1246086","Halomonas",0
"1246086","Rhodoferax",0
"1246086","Agrococcus",0
"1246086","Hydrogenophaga",0
"1246086","Polaromonas",0
"1246086","Amaricoccus",0
"1246086","Psychromonas",0
"1246086","Hydrogenophilus",0
"1246086","Pseudoxanthomonas",0
"1246086","Knoellia",0
"1246086","Thermomonas",0
"1246086","Sphingopyxis",0
"1246086","Arenibacter",0
"1246086","Jeotgalicoccus",0
"1246086","Crocinitomix",0
"1246086","Peredibacter",0
"1246086","Aquimonas",0
"1246086","Leadbetterella",0
"1246086","Fluviicola",0
"1246086","Arenimonas",0
"1246086","Luteolibacter",0
"1246086","Mariniflexile",0
"1246086","Perlucidibaca",0
"1246086","Herbiconiux",0
"1246086","Aciditerrimonas",0
"1246086","Gaiella",0
"1246086","Blastocatella",0
"1246086","Crenotalea",0
"1246086","Methanomassiliicoccus",0
"1246086","Synergistes",0
"1246086","Rikenella",0
"1246086","Deinococcus",0
"1246086","Alloiococcus",0
"1246086","Aeromicrobium",0
"1246086","Roseomonas",0
"1246086","Lysobacter",0
"1246086","Spirosoma",0
"1246086","Gemmata",0
"1246086","Nocardiopsis",0
"1246086","Exiguobacterium",0
"1246086","Leptolyngbya",0
"1246086","Marmoricola",0
"1246086","Gemmatimonas",0
"1246086","Aurantimonas",0
"1246086","Microvirga",0
"1246086","Solirubrobacter",0
"1246086","Conchiformibius",0
"1246086","Flavisolibacter",0
"1246086","Actinomycetospora",0
"1246086","Segetibacter",0
"1246086","Singulisphaera",0
"1246086","Phaselicystis",0
"1246086","Bryobacter",0
"1246086","Caloramator",0
"1246086","Pedomicrobium",0
"1246086","Cloacibacterium",0
"1246086","Pseudoramibacter",0
"1246086","Chroococcidiopsis",0
"1246086","Candidatus Solibacter",0
"1246086","Aquicella",0
"1246086","Psychrobacter",0
"1246086","Janibacter",0
"1246086","Williamsia",0
"1246086","Bacteriovorax",0
"1246086","Salinibacterium",0
"1246086","Cohnella",0
"1246086","Thermoactinomyces",0
"1246086","Curtobacterium",0
"1246086","Kineococcus",0
"1246086","Rickettsiella",0
"1246086","Leifsonia",0
"1246086","Alkanindiges",0
"1246086","Tumebacillus",0
"1246086","Nitrososphaera",0
"1246086","Ferruginibacter",0
"1246086","Komagataeibacter",0
"1246086","Paenibacillus",0
"1246086","Methylocystis",0
"1246086","Bdellovibrio",0
"1246086","Afipia",0
"1246086","Verrucomicrobium",0
"1246086","Acidothermus",0
"1246086","Acidobacterium",0
"1246086","Anaeromyxobacter",0
"1246086","Chthoniobacter",0
"1246086","Paludibacter",0
"1246086","Patulibacter",0
"1246086","Rhodovastum",0
"1246086","Candidatus Koribacter",0
"1246086","Granulicella",0
"1246086","Telmatobacter",0
"1246086","Fonticella",0
"1246086","Methylophilus",0
"1246086","Planctomyces",0
"1246086","Pirellula",0
"1246086","Isosphaera",0
"1246086","Legionella",0
"1246086","Bordetella",0
"1246086","Acidiphilium",0
"1246086","Beijerinckia",0
"1246086","Rhodopila",0
"1246086","Porphyrobacter",0
"1246086","Cellulomonas",0
"1246086","Pseudonocardia",0
"1246086","Geodermatophilus",0
"1246086","Actinoplanes",0
"1246086","Tsukamurella",0
"1246086","Hirschia",0
"1246086","Thauera",0
"1246086","Nitrosospira",0
"1246086","Blastococcus",0
"1246086","Sorangium",0
"1246086","Rubrobacter",0
"1246086","Nakamurella",0
"1246086","Blastochloris",0
"1246086","Dechloromonas",0
"1246086","Rhodanobacter",0
"1246086","Luteimonas",0
"1246086","Frigoribacterium",0
"1246086","Crossiella",0
"1246086","Limnobacter",0
"1246086","Candidatus Xiphinematobacter",0
"1246086","Haliangium",0
"1246086","Nordella",0
"1246086","Opitutus",0
"1246086","Smithella",0
"1246086","Kribbella",0
"1246086","Caldimonas",0
"1246086","Pseudospirillum",0
"1246086","Gemmobacter",0
"1246086","Hydrocarboniphaga",0
"1246086","Rhodovarius",0
"1246086","Terrimonas",0
"1246086","Adhaeribacter",0
"1246086","Goodfellowiella",0
"1246086","Turneriella",0
"1246086","Candidatus Alysiosphaera",0
"1246086","Acidicaldus",0
"1246086","Edaphobacter",0
"1246086","Sufflavibacter",0
"1246086","Mucilaginibacter",0
"1246086","Actinotalea",0
"1246086","Pseudolabrys",0
"1246086","Filimonas",0
"1246086","Schlesneria",0
"1246086","Acidicapsa",0
"1246086","Bauldia",0
"1246086","Dongia",0
"1246086","Ohtaekwangia",0
"1246086","Methylotenera",0
"1246086","Asticcacaulis",0
"1246086","Defluviimonas",0
"1246086","Thermomicrobium",0
"1246086","Zymomonas",0
"1246086","Yersinia",0
"1246086","Brochothrix",0
"1246086","Subtercola",0
"1246086","Blastomonas",0
"1246086","Conexibacter",0
"1246086","Candidatus Cardinium",0
"1246086","Solitalea",0
"1246086","Methanosphaera",0
"1246086","Desulfotomaculum",0
"1246086","Nosocomiicoccus",0
"1246086","Gallibacterium",0
"1246086","Ureaplasma",0
"1246086","Elusimicrobium",0
"1246086","Mannheimia",0
"1246086","Sodalis",0
"1246086","Acetatifactor",0
"1246086","Solanum",0
"1246086","Cutibacterium",0
"1246086","Pseudopropionibacterium",0
"1246086","Myroides",0
"1246086","Syntrophomonas",0
"1246086","Methanoculleus",0
"1246086","Halocella",0
"1246086","Friedmanniella",0
"1246086","Modestobacter",0
"1246086","Defluviicoccus",0
"1246086","Xenophilus",0
"1246086","Albidovulum",0
"1246086","Rubellimicrobium",0
"1246086","Dokdonella",0
"1246086","Belnapia",0
"1246086","Angustibacter",0
"1246086","Amnibacterium",0
"1246086","Rufibacter",0
"1246086","Proteus",0
"1246086","Allobaculum",0
"1007045","Flavobacterium",0.5329
"1007045","Kluyvera",4.9798
"1007045","Haemophilus",0
"1007045","Bacteroides",19.4213
"1007045","Porphyromonas",0.0022
"1007045","Prevotella",0
"1007045","Roseburia",8.3234
"1007045","Acidaminococcus",0
"1007045","Megasphaera",0.0135
"1007045","Sarcina",4.0745
"1007045","Streptococcus",1.6588
"1007045","Lactococcus",0
"1007045","Atopobium",0
"1007045","Clostridium",0.6245
"1007045","Lactobacillus",0.0441
"1007045","Actinomyces",0.0056
"1007045","Bifidobacterium",0.0158
"1007045","Corynebacterium",0.0622
"1007045","Propionibacterium",0
"1007045","Mobiluncus",0
"1007045","Methanobrevibacter",1.9699
"1007045","Peptococcus",0
"1007045","Lachnospira",0.2806
"1007045","Veillonella",0.0158
"1007045","Phascolarctobacterium",1.5445
"1007045","Dialister",0.0271
"1007045","Pseudobutyrivibrio",4.7512
"1007045","Pantoea",0.1516
"1007045","Holdemania",0.0158
"1007045","Eggerthella",0.009
"1007045","Mogibacterium",0.0226
"1007045","Collinsella",2.4949
"1007045","Granulicatella",0
"1007045","Oscillospira",0.0226
"1007045","Finegoldia",0.1108
"1007045","Peptoniphilus",0.035
"1007045","Gallicola",0
"1007045","Anaerococcus",0.0203
"1007045","Varibaculum",0
"1007045","Dorea",1.764
"1007045","Turicibacter",0.0056
"1007045","Anaerostipes",0.4582
"1007045","Faecalibacterium",9.4911
"1007045","Fastidiosipila",0
"1007045","Alistipes",1.9496
"1007045","Hespellia",0.0373
"1007045","Anaerotruncus",0.1504
"1007045","Marvinbryantia",0.2048
"1007045","Odoribacter",0.4526
"1007045","Subdoligranulum",5.6111
"1007045","Parabacteroides",0.7151
"1007045","Aggregatibacter",0
"1007045","Lactonifactor",0.1855
"1007045","Moryella",0.0418
"1007045","Oscillibacter",0.1255
"1007045","Blautia",7.4057
"1007045","Butyricimonas",0
"1007045","Paraprevotella",0
"1007045","Parasutterella",0.5374
"1007045","Gordonibacter",0
"1007045","Anaerosporobacter",0
"1007045","Negativicoccus",0
"1007045","Flavonifractor",0.1889
"1007045","Murdochiella",0
"1007045","Intestinimonas",0.0441
"1007045","Fusicatenibacter",1.2921
"1007045","Dielma",0
"1007045","Peptoclostridium",0.1131
"1007045","Romboutsia",0.0271
"1007045","Terrisporobacter",0.4152
"1007045","Intestinibacter",1.136
"1007045","Erysipelatoclostridium",0.1719
"1007045","Clostridioides",1.076
"1007045","Campylobacter",0
"1007045","Citrobacter",0
"1007045","Butyrivibrio",0
"1007045","Fusobacterium",0
"1007045","Desulfovibrio",0.1199
"1007045","Herbaspirillum",0.0531
"1007045","Peptostreptococcus",0
"1007045","Anaeroplasma",0
"1007045","Asteroleplasma",0
"1007045","Acetitomaculum",0.0248
"1007045","Leptotrichia",0
"1007045","Bilophila",0.1108
"1007045","Sutterella",0
"1007045","Sporobacter",0.0305
"1007045","Anaerofilum",0
"1007045","Papillibacter",0
"1007045","Catenibacterium",0
"1007045","Victivallis",0
"1007045","Gelria",0.0101
"1007045","Barnesiella",2.3331
"1007045","Howardella",0.0678
"1007045","Adlercreutzia",0.138
"1007045","Parvimonas",0
"1007045","Robinsoniella",0
"1007045","Caldicoprobacter",0
"1007045","Pseudoflavonifractor",0
"1007045","Coprobacter",0.0022
"1007045","Fretibacterium",0
"1007045","Ruminiclostridium",0
"1007045","Actinobacillus",0
"1007045","Rothia",0
"1007045","Weissella",0
"1007045","Anaerovorax",0.0373
"1007045","Anaerofustis",0
"1007045","Neisseria",0
"1007045","Enterobacter",0.0678
"1007045","Cronobacter",0.0169
"1007045","Eisenbergiella",0.0169
"1007045","Candidatus Soleaferrea",0.0113
"1007045","Klebsiella",0.0022
"1007045","Fibrobacter",0.026
"1007045","Brevibacterium",0.0022
"1007045","Epulopiscium",0.0101
"1007045","Acetivibrio",0.0305
"1007045","Anaerobacter",0.0124
"1007045","Syntrophococcus",0.0033
"1007045","Shuttleworthia",0.0045
"1007045","Akkermansia",0.8158
"1007045","Hydrogenoanaerobacterium",0.0158
"1007045","Cellulosilyticum",0.0192
"1007045","Christensenella",0.0022
"1007045","Parvibacter",0.0101
"1007045","Senegalimassilia",0.1335
"1007045","Dermabacter",0
"1007045","Undibacterium",0
"1007045","Cloacibacillus",0
"1007045","Leuconostoc",0
"1007045","Thalassospira",0
"1007045","Acetanaerobacterium",0
"1007045","Catabacter",0
"1007045","Asaccharospora",0
"1007045","Slackia",0
"1007045","Allisonella",0
"1007045","Enterorhabdus",0
"1007045","Alloprevotella",0
"1007045","Enterococcus",0
"1007045","Eubacterium",0
"1007045","Arcanobacterium",0
"1007045","Helcococcus",0
"1007045","Facklamia",0
"1007045","Aerosphaera",0
"1007045","Propionimicrobium",0
"1007045","Actinotignum",0
"1007045","Raoultella",0
"1007045","Gemella",0
"1007045","Staphylococcus",0
"1007045","Scardovia",0
"1007045","Arthrobacter",0
"1007045","Globicatella",0
"1007045","Coprothermobacter",0
"1007045","Actinobaculum",0
"1007045","Oligella",0
"1007045","Eremococcus",0
"1007045","Skermanella",0
"1007045","Alloscardovia",0
"1007045","Trueperella",0
"1007045","Gardnerella",0
"1007045","Parasporobacterium",0
"1007045","Massilia",0
"1007045","Candidatus Stoquefichus",0
"1007045","Enorma",0
"1007045","Selenomonas",0
"1007045","Mitsuokella",0
"1007045","Olsenella",0
"1007045","Megamonas",0
"1007045","Lachnobacterium",0
"1007045","Hafnia",0
"1007045","Serratia",0
"1007045","Aeromonas",0
"1007045","Rahnella",0
"1007045","Brachybacterium",0
"1007045","Cryobacterium",0
"1007045","Ignavigranum",0
"1007045","Pseudoclavibacter",0
"1007045","Ameyamaea",0
"1007045","Pyramidobacter",0
"1007045","Coprobacillus",0
"1007045","Sphaerochaeta",0
"1007045","Succiniclasticum",0
"1007045","Sedimentibacter",0
"1007045","Bacillus",0
"1007045","Comamonas",0
"1007045","Pseudomonas",0
"1007045","Eikenella",0
"1007045","Capnocytophaga",0
"1007045","Mycobacterium",0
"1007045","Cardiobacterium",0
"1007045","Catonella",0
"1007045","Filifactor",0
"1007045","Abiotrophia",0
"1007045","Lautropia",0
"1007045","Bergeyella",0
"1007045","Tessaracoccus",0
"1007045","Centipeda",0
"1007045","Bulleidia",0
"1007045","Solobacterium",0
"1007045","Tannerella",0
"1007045","Oribacterium",0
"1007045","Lachnoanaerobaculum",0
"1007045","Rhizobium",0
"1007045","Acinetobacter",0
"1007045","Meiothermus",0
"1007045","Anoxybacillus",0
"1007045","Snodgrassella",0
"1007045","Thermus",0
"1007045","Acidovorax",0
"1007045","Sphingomonas",0
"1007045","Malassezia",0
"1007045","Delftia",0
"1007045","Shinella",0
"1007045","Butyricicoccus",0
"1007045","Ochrobactrum",0
"1007045","Ralstonia",0
"1007045","Mesorhizobium",0
"1007045","Sneathia",0
"1007045","Pelomonas",0
"1007045","Anaerobacillus",0
"1007045","Bradyrhizobium",0
"1007045","Anaeroglobus",0
"1007045","Jonquetella",0
"1007045","Azospira",0
"1007045","Weeksella",0
"1007045","Carnobacterium",0
"1007045","Dietzia",0
"1007045","Macrococcus",0
"1007045","Pelistega",0
"1007045","Novosphingobium",0
"1007045","Vagococcus",0
"1007045","Johnsonella",0
"1007045","Stomatobaculum",0
"1007045","Vibrio",0
"1007045","Planomicrobium",0
"1007045","Phyllobacterium",0
"1007045","Xanthomonas",0
"1007045","Methylobacterium",0
"1007045","Pasteurella",0
"1007045","Trichococcus",0
"1007045","Nitrosococcus",0
"1007045","Dolosigranulum",0
"1007045","Burkholderia",0
"1007045","Microbacterium",0
"1007045","Stenotrophomonas",0
"1007045","Aquabacterium",0
"1007045","Moraxella",0
"1007045","Rhodopseudomonas",0
"1007045","Sphingobacterium",0
"1007045","Variovorax",0
"1007045","Brevundimonas",0
"1007045","Kytococcus",0
"1007045","Chryseobacterium",0
"1007045","Sanguibacter",0
"1007045","Bosea",0
"1007045","Tepidimonas",0
"1007045","Achromobacter",0
"1007045","Oxobacter",0
"1007045","Anaerosinus",0
"1007045","Kingella",0
"1007045","Hyphomicrobium",0
"1007045","Nitrobacter",0
"1007045","Nitrospira",0
"1007045","Empedobacter",0
"1007045","Cryptobacterium",0
"1007045","Bergeriella",0
"1007045","Altererythrobacter",0
"1007045","Sediminibacterium",0
"1007045","Lacibacter",0
"1007045","Pseudorhodoferax",0
"1007045","Candidatus Saccharimonas",0
"1007045","Ornatilinea",0
"1007045","Pediococcus",0
"1007045","Aerococcus",0
"1007045","Rhodococcus",0
"1007045","Caulobacter",0
"1007045","Streptomyces",0
"1007045","Rhodoplanes",0
"1007045","Candidatus Microthrix",0
"1007045","Devosia",0
"1007045","Kineosporia",0
"1007045","Cryptosporangium",0
"1007045","Chitinophaga",0
"1007045","Sphingobium",0
"1007045","Iamia",0
"1007045","Steroidobacter",0
"1007045","Phenylobacterium",0
"1007045","Shewanella",0
"1007045","Providencia",0
"1007045","Micrococcus",0
"1007045","Nocardioides",0
"1007045","Kocuria",0
"1007045","Carnimonas",0
"1007045","Rheinheimera",0
"1007045","Pedobacter",0
"1007045","Hymenobacter",0
"1007045","Ornithinimicrobium",0
"1007045","Turicella",0
"1007045","Thiohalorhabdus",0
"1007045","Auritidibacter",0
"1007045","Lysinibacillus",0
"1007045","Alysiella",0
"1007045","Parascardovia",0
"1007045","Mycoplasma",0
"1007045","Streptobacillus",0
"1007045","Eggerthia",0
"1007045","Geobacillus",0
"1007045","Curvibacter",0
"1007045","Cellvibrio",0
"1007045","Leptothrix",0
"1007045","Rhodobacter",0
"1007045","Halomonas",0
"1007045","Rhodoferax",0
"1007045","Agrococcus",0
"1007045","Hydrogenophaga",0
"1007045","Polaromonas",0
"1007045","Amaricoccus",0
"1007045","Psychromonas",0
"1007045","Hydrogenophilus",0
"1007045","Pseudoxanthomonas",0
"1007045","Knoellia",0
"1007045","Thermomonas",0
"1007045","Sphingopyxis",0
"1007045","Arenibacter",0
"1007045","Jeotgalicoccus",0
"1007045","Crocinitomix",0
"1007045","Peredibacter",0
"1007045","Aquimonas",0
"1007045","Leadbetterella",0
"1007045","Fluviicola",0
"1007045","Arenimonas",0
"1007045","Luteolibacter",0
"1007045","Mariniflexile",0
"1007045","Perlucidibaca",0
"1007045","Herbiconiux",0
"1007045","Aciditerrimonas",0
"1007045","Gaiella",0
"1007045","Blastocatella",0
"1007045","Crenotalea",0
"1007045","Methanomassiliicoccus",0
"1007045","Synergistes",0
"1007045","Rikenella",0
"1007045","Deinococcus",0
"1007045","Alloiococcus",0
"1007045","Aeromicrobium",0
"1007045","Roseomonas",0
"1007045","Lysobacter",0
"1007045","Spirosoma",0
"1007045","Gemmata",0
"1007045","Nocardiopsis",0
"1007045","Exiguobacterium",0
"1007045","Leptolyngbya",0
"1007045","Marmoricola",0
"1007045","Gemmatimonas",0
"1007045","Aurantimonas",0
"1007045","Microvirga",0
"1007045","Solirubrobacter",0
"1007045","Conchiformibius",0
"1007045","Flavisolibacter",0
"1007045","Actinomycetospora",0
"1007045","Segetibacter",0
"1007045","Singulisphaera",0
"1007045","Phaselicystis",0
"1007045","Bryobacter",0
"1007045","Caloramator",0
"1007045","Pedomicrobium",0
"1007045","Cloacibacterium",0
"1007045","Pseudoramibacter",0
"1007045","Chroococcidiopsis",0
"1007045","Candidatus Solibacter",0
"1007045","Aquicella",0
"1007045","Psychrobacter",0
"1007045","Janibacter",0
"1007045","Williamsia",0
"1007045","Bacteriovorax",0
"1007045","Salinibacterium",0
"1007045","Cohnella",0
"1007045","Thermoactinomyces",0
"1007045","Curtobacterium",0
"1007045","Kineococcus",0
"1007045","Rickettsiella",0
"1007045","Leifsonia",0
"1007045","Alkanindiges",0
"1007045","Tumebacillus",0
"1007045","Nitrososphaera",0
"1007045","Ferruginibacter",0
"1007045","Komagataeibacter",0
"1007045","Paenibacillus",0
"1007045","Methylocystis",0
"1007045","Bdellovibrio",0
"1007045","Afipia",0
"1007045","Verrucomicrobium",0
"1007045","Acidothermus",0
"1007045","Acidobacterium",0
"1007045","Anaeromyxobacter",0
"1007045","Chthoniobacter",0
"1007045","Paludibacter",0
"1007045","Patulibacter",0
"1007045","Rhodovastum",0
"1007045","Candidatus Koribacter",0
"1007045","Granulicella",0
"1007045","Telmatobacter",0
"1007045","Fonticella",0
"1007045","Methylophilus",0
"1007045","Planctomyces",0
"1007045","Pirellula",0
"1007045","Isosphaera",0
"1007045","Legionella",0
"1007045","Bordetella",0
"1007045","Acidiphilium",0
"1007045","Beijerinckia",0
"1007045","Rhodopila",0
"1007045","Porphyrobacter",0
"1007045","Cellulomonas",0
"1007045","Pseudonocardia",0
"1007045","Geodermatophilus",0
"1007045","Actinoplanes",0
"1007045","Tsukamurella",0
"1007045","Hirschia",0
"1007045","Thauera",0
